professor,review,tags
Silvia  Ferrari,Ferrari is awesome. I've learned more useful stuff in this course than I have in most of my Cornell courses. She is an amazing human being that is always ready to help or motivate,"['EXTRA CREDIT', 'Group projects', 'Hilarious']"
Matthew C Saleh,Love him! Wish he taught all of the sessions. The course would not be what it is without him.,"['Gives good feedback', 'Caring', 'Amazing lectures', 'Hilarious', 'Respected']"
Gen  Meredith,,[]
P.  Suber,,[]
Stephen M. Ponton,,[]
Louise E. Buck,,[]
Yung-Fu  Chang,,[]
Natalie  Bazarova,Nice teacher. Generous with assignments (opportunity to increase grade). Easy prelim and final. Make sure to do the reading. Knows the material.,"['Amazing lectures', 'Clear grading criteria', 'Would take again', 'Gives good feedback', 'Respected']"
Gregory Michael Londe,"Absolutely incredible professor who truly loves his subject area (poetry) and does everything to pass that on to his students. He cares for his students deeplyand gave some of the best office hours I've personally ever been to, as well and encourages the students to aid and educate each other. Side note, he always seems to have a great book rec.","['Accessible outside class', 'Participation matters', 'Gives good feedback', 'Inspirational', 'Caring']"
Valzhyna  Mort,,[]
Alex Vincent Esposito,,[]
Raymond B. Craib,,[]
Itai  Gurvich,,[]
James Wilson Dabney,,[]
Naaz Fatima Rizvi,,[]
Bharath  Hariharan,"Lectures are well planned, and most of the learning is visual. Lecture notes are enough for a good understanding of the material and, most of the homework can be solved by just relying on it. Since the course projects are research-oriented, he grades them by looking at the amount of effort you put in and what you have learned from it.","['Gives good feedback', 'Inspirational', 'Amazing lectures', 'Respected']"
Erica Cantrell Dawson,,[]
Andrea Katherine Ippolito,,[]
John Richard  Callister,Awesome,"['Hilarious', 'Tough grader', 'Amazing lectures', 'Clear grading criteria', 'Accessible outside class']"
Sarah E. Bernstein,,[]
Tamara  Loos,"I LOVE professor Loos, she is so genuine about teaching and really cared about what students have to offer. We learned about more than romantic love, but got an exposure to a variety of different cultures. You know exactly what you have to do to succeed, participate and don't slack off in assignments.","['Get ready to read', 'Participation matters', 'Amazing lectures', 'Gives good feedback', 'Inspirational']"
Theodore M Grossman,,[]
Leslie  Brack,,[]
Tristan  Ivory,,[]
Danielle  Lazore-Thompson,,[]
Carolyn  McDaniel,,[]
Rodrigo Carvalho Bicalho,,[]
Masha A. Panteleyeva,,[]
John E. Losey,,[]
Michael  Sobolev,,[]
Christopher Akinleye Alabi,,[]
John Anthony Muckstadt,,[]
Norman T. Uphoff,,[]
Eva  Tardos,"Professor Tardos is not a very clear speaker due to her heavy Hungarian accent. However, she is very willing to reexplain anything she says during lecture. Sometimes, she will gloss over material that she thinks you know, but, again, she will clarify anything needed. The homeworks are pretty easy; however, they can be poorly written and confusing. pretty decent prof. A little confusing at times, but very approachable and willing to help. However, her Homeworks are frustrating, as many problems are vague/poorly worded. Overall decent/pretty easy class. Worst professor at Cornell, can barely understand what she is saying and the problem sets were so terribly written and difficult to understand. I felt like it was an easy class that I just could not understand at the same time. I was much more confused after listening to lecture than before it. Terrible class, worst I have ever taken. Hate it. Overall decent teacher. Somewhat unclear at times in lecture, but very friendly/approachable/nice person. I really like her. She knows her material very well and she is extremely helpful during her office hours. She also seem to be very concern about students' well being as well.",[]
Jane-Marie  Law,"Honestly, my favourite class so far at Cornell. Every single one of her lectures was extremely interesting to listen to. The class was well structured and comprehensive, allowing students to examine Japan from a variety of perspectives. &quot;Required&quot; film screenings outside of class were also fun. A lot of work, but an extremely fulfilling class.","['Inspirational', 'Amazing lectures', 'Respected', 'Accessible outside class', 'Caring']"
Robert Thomas Symington,,[]
Emily M. Zitek,"OB is straightforward. Makes workplace scientific. Still, Zitek does a GREAT job teaching foundations AND making it interesting. Teaches up-to-date researchin an introductory course! Clear grading and evaluates in a variety of ways, so fair grading. Best, she's nice and down-to-earth. Wants students to like subject as much as she. One of my favs.","['EXTRA CREDIT', 'Group projects', 'Would take again', 'Caring', 'Get ready to read']"
Yongmiao  Hong,"Man knows his stuff and his lectures are alright, albeit boring. However, he gives very few things that determine grade (10% HW, 35% Midterm, 55% Final) so your grade may suffer. Also rarely shows up to office hours, so it's very hard to get help from him. Even making appointments doesn't help - he just forgets. If you haven't taken the equivalent of Calc III or more, do not take this class. I mean it, just don't. Calc III material is ""introduced"" with one or two examples in a lecture, with the rest of the lecture relying upon that prerequisite knowledge. Also class only has a midterm and a final, so your grade is up in the air for the entire semester. Make sure you go to class. Lectures are extremely boring and make you want to go to sleep, but they're definitely important. Memorize the lecture notes if you want to do well. Do NOT only practice the HW problems because you will fail the midterm like half the class did (including me). Grading is left to the TAs, so can be rather harsh, With the new changes to the department, He decided to make the class ridiculously hard. Handed out really easy psets and practice midterms only to give the class an extremely hard midterm (average was a C-). If you want to take this course, (1) you have to love theoretical math. If you don't, don't take the class. (2) memorize his lecture notes. Definitely one of the top few professors in the Economics department! Although his accent is a bit heavy, you get used to it after a few classes if you're willing to listen. He's extremely clear with his explanations and writes very easy exams. However, he leaves too much in the hands of his TAs so grading turned out a bit harsh despite easy exams.","['Tough grader', ""Skip class? You won't pass."", 'Tests? Not many', 'Lecture heavy', 'Graded by few things']"
Dustin C. Jones,"Incredibly enthusiastic and inspirational. Does this guy ever have a bad day? Really interesting experience in the real estate world and genuine willingness to help students. Makes an effort to get to know all of the students. Dynamic presentations with a variety of media. Assigns interesting case studies. Cornell needs more professors like him.  Dustin has a great personality and brings it all to make for engaging and interesting lectures. He is high energy, and his variety of teaching styles (media use, presentations, discussions) keeps the momentum of the course up. Always there to talk to and just a kind person overall, you can get a lot out of taking his course.","['Participation matters', 'Inspirational', 'Respected']"
Deette P Bunn,,[]
Buz M Barstow,,[]
Rama  Alhabian,,[]
Katie Crosley Beem,,[]
Sijin  Li,,[]
Dustin R. Paul,"He is great. He lets you pace yourself so the class is what you make of it, but he's also happy to help with advice or stretches. His attendance policy is very fair(usually just make-up) and he's an overall relaxed guy that knows his stuff.","['Participation matters', 'Respected', ""Skip class? You won't pass."", 'Gives good feedback', 'Caring']"
